#{"t_start": 1691244091.8664145, "env_id": "WGW-v0"}
reward,reward_nc,len,time,a_id,constraint
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
0.8,0.8,13,0.0,2,0
